document_ID,firm_ID,time_of_earning_call
3112.F,CAH,2014 Q4
3113.F,CAH,2015 Q1
3114.F,CAH,2015 Q2
3115.F,CAH,2015 Q3
3116.F,CAH,2015 Q4
3117.F,CAH,2016 Q1
3118.F,CAH,2016 Q2
3119.F,CAH,2016 Q3
3120.F,CAH,2016 Q4
3121.F,CAH,2017 Q1
3122.F,CAH,2017 Q2
3123.F,CAH,2017 Q3
3124.F,CAH,2017 Q4
3125.F,CAH,2018 Q1
3126.F,CAH,2018 Q2
3127.F,CAH,2018 Q3
3128.F,CAH,2018 Q4
3129.F,CAH,2019 Q1
3130.F,CAH,2019 Q2
3131.F,CAH,2019 Q3
3132.F,CAH,2019 Q4
3133.F,CAH,2020 Q1
3134.F,CAH,2020 Q2
3135.F,CAH,2020 Q3
3136.F,CAH,2020 Q4
3137.F,CAH,2021 Q1
3138.F,CAH,2021 Q2
3139.F,CAH,2021 Q3
3140.F,CAH,2021 Q4
3141.F,CAH,2022 Q1
3142.F,CAH,2022 Q2
3143.F,CAH,2022 Q3
3144.F,CAH,2022 Q4
3145.F,CAH,2023 Q1
3146.F,CAH,2023 Q2
3147.F,CAH,2023 Q3
3148.F,CAH,2023 Q4
3149.F,CARR,2020 Q1
3150.F,CARR,2020 Q2
3151.F,CARR,2020 Q3
3152.F,CARR,2020 Q4
3153.F,CARR,2021 Q1
3154.F,CARR,2021 Q2
3155.F,CARR,2021 Q3
3156.F,CARR,2021 Q4
3157.F,CARR,2022 Q1
3158.F,CARR,2022 Q2
3159.F,CARR,2022 Q3
3160.F,CARR,2022 Q4
3161.F,CARR,2023 Q1
3162.F,CARR,2023 Q2
3163.F,CARR,2023 Q3
3164.F,CARR,2023 Q4
3165.F,CAT,2013 Q1
3166.F,CAT,2013 Q2
3167.F,CAT,2013 Q3
3168.F,CAT,2013 Q4
3169.F,CAT,2014 Q1
3170.F,CAT,2014 Q2
3171.F,CAT,2014 Q3
3172.F,CAT,2014 Q4
3173.F,CAT,2015 Q1
3174.F,CAT,2015 Q2
3175.F,CAT,2015 Q3
3176.F,CAT,2015 Q4
3177.F,CAT,2016 Q1
3178.F,CAT,2016 Q2
3179.F,CAT,2016 Q3
3180.F,CAT,2016 Q4
3181.F,CAT,2017 Q1
3182.F,CAT,2017 Q2
3183.F,CAT,2017 Q3
3184.F,CAT,2017 Q4
3185.F,CAT,2018 Q1
3186.F,CAT,2018 Q2
3187.F,CAT,2018 Q3
3188.F,CAT,2018 Q4
3189.F,CAT,2019 Q1
3190.F,CAT,2019 Q2
3191.F,CAT,2019 Q3
3192.F,CAT,2019 Q4
3193.F,CAT,2020 Q1
3194.F,CAT,2020 Q2
3195.F,CAT,2020 Q3
3196.F,CAT,2020 Q4
3197.F,CAT,2021 Q1
3198.F,CAT,2021 Q2
3199.F,CAT,2021 Q3
3200.F,CAT,2021 Q4
3201.F,CAT,2022 Q1
3202.F,CAT,2022 Q2
3203.F,CAT,2022 Q3
3204.F,CAT,2022 Q4
3205.F,CAT,2023 Q1
3206.F,CAT,2023 Q2
3207.F,CAT,2023 Q3
3208.F,CAT,2023 Q4
3209.F,CB,2013 Q1
3210.F,CB,2013 Q2
3211.F,CB,2013 Q3
3212.F,CB,2013 Q4
3213.F,CB,2014 Q1
3214.F,CB,2014 Q2
3215.F,CB,2014 Q3
3216.F,CB,2014 Q4
3217.F,CB,2015 Q1
3218.F,CB,2015 Q2
3219.F,CB,2015 Q3
3220.F,CB,2016 Q1
3221.F,CB,2016 Q2
3222.F,CB,2016 Q3
3223.F,CB,2016 Q4
3224.F,CB,2017 Q1
3225.F,CB,2017 Q2
3226.F,CB,2017 Q3
3227.F,CB,2017 Q4
3228.F,CB,2018 Q1
3229.F,CB,2018 Q2
3230.F,CB,2018 Q3
3231.F,CB,2018 Q4
3232.F,CB,2019 Q1
3233.F,CB,2019 Q2
3234.F,CB,2019 Q3
3235.F,CB,2019 Q4
3236.F,CB,2020 Q1
3237.F,CB,2020 Q2
3238.F,CB,2020 Q3
3239.F,CB,2020 Q4
3240.F,CB,2021 Q1
3241.F,CB,2021 Q2
3242.F,CB,2021 Q3
3243.F,CB,2021 Q4
3244.F,CB,2022 Q1
3245.F,CB,2022 Q2
3246.F,CB,2022 Q3
3247.F,CB,2022 Q4
3248.F,CB,2023 Q1
3249.F,CB,2023 Q2
3250.F,CB,2023 Q3
3251.F,CB,2023 Q4
3252.F,CBOE,2013 Q1
3253.F,CBOE,2013 Q2
3254.F,CBOE,2013 Q3
3255.F,CBOE,2013 Q4
3256.F,CBOE,2014 Q1
3257.F,CBOE,2014 Q2
3258.F,CBOE,2014 Q3
3259.F,CBOE,2014 Q4
3260.F,CBOE,2015 Q1
3261.F,CBOE,2015 Q2
3262.F,CBOE,2015 Q3
3263.F,CBOE,2015 Q4
3264.F,CBOE,2016 Q1
3265.F,CBOE,2016 Q2
3266.F,CBOE,2016 Q3
3267.F,CBOE,2016 Q4
3268.F,CBOE,2017 Q1
3269.F,CBOE,2017 Q2
3270.F,CBOE,2017 Q3
3271.F,CBOE,2017 Q4
3272.F,CBOE,2018 Q1
3273.F,CBOE,2018 Q2
3274.F,CBOE,2018 Q3
3275.F,CBOE,2018 Q4
3276.F,CBOE,2019 Q1
3277.F,CBOE,2019 Q2
3278.F,CBOE,2019 Q3
3279.F,CBOE,2019 Q4
3280.F,CBOE,2020 Q1
3281.F,CBOE,2020 Q2
3282.F,CBOE,2020 Q3
3283.F,CBOE,2020 Q4
3284.F,CBOE,2021 Q1
3285.F,CBOE,2021 Q2
3286.F,CBOE,2021 Q3
3287.F,CBOE,2021 Q4
3288.F,CBOE,2022 Q1
3289.F,CBOE,2022 Q2
3290.F,CBOE,2022 Q3
3291.F,CBOE,2022 Q4
3292.F,CBOE,2023 Q1
3293.F,CBOE,2023 Q2
3294.F,CBOE,2023 Q3
3295.F,CBOE,2023 Q4
3296.F,CBRE,2013 Q1
3297.F,CBRE,2013 Q2
3298.F,CBRE,2013 Q3
3299.F,CBRE,2014 Q1
3300.F,CBRE,2014 Q2
3301.F,CBRE,2014 Q3
3302.F,CBRE,2014 Q4
3303.F,CBRE,2015 Q1
3304.F,CBRE,2015 Q2
3305.F,CBRE,2015 Q3
3306.F,CBRE,2015 Q4
3307.F,CBRE,2016 Q1
3308.F,CBRE,2016 Q2
3309.F,CBRE,2016 Q3
3310.F,CBRE,2016 Q4
3311.F,CBRE,2017 Q1
3312.F,CBRE,2017 Q2
3313.F,CBRE,2017 Q3
3314.F,CBRE,2017 Q4
3315.F,CBRE,2018 Q1
3316.F,CBRE,2018 Q2
3317.F,CBRE,2018 Q3
3318.F,CBRE,2018 Q4
3319.F,CBRE,2019 Q1
3320.F,CBRE,2019 Q2
3321.F,CBRE,2019 Q3
3322.F,CBRE,2019 Q4
3323.F,CBRE,2020 Q1
3324.F,CBRE,2020 Q2
3325.F,CBRE,2020 Q3
3326.F,CBRE,2020 Q4
3327.F,CBRE,2021 Q1
3328.F,CBRE,2021 Q2
3329.F,CBRE,2021 Q3
3330.F,CBRE,2021 Q4
3331.F,CBRE,2022 Q1
3332.F,CBRE,2022 Q2
3333.F,CBRE,2022 Q3
3334.F,CBRE,2022 Q4
3335.F,CBRE,2023 Q1
3336.F,CBRE,2023 Q2
3337.F,CBRE,2023 Q3
3338.F,CBRE,2023 Q4
3339.F,CCI,2013 Q1
3340.F,CCI,2013 Q2
3341.F,CCI,2013 Q3
3342.F,CCI,2013 Q4
3343.F,CCI,2014 Q1
3344.F,CCI,2014 Q2
3345.F,CCI,2014 Q3
3346.F,CCI,2014 Q4
3347.F,CCI,2015 Q1
3348.F,CCI,2015 Q2
3349.F,CCI,2015 Q3
3350.F,CCI,2015 Q4
3351.F,CCI,2016 Q1
3352.F,CCI,2016 Q2
3353.F,CCI,2016 Q3
3354.F,CCI,2016 Q4
3355.F,CCI,2017 Q1
3356.F,CCI,2017 Q2
3357.F,CCI,2017 Q3
3358.F,CCI,2017 Q4
3359.F,CCI,2018 Q1
3360.F,CCI,2018 Q2
3361.F,CCI,2018 Q3
3362.F,CCI,2018 Q4
3363.F,CCI,2019 Q1
3364.F,CCI,2019 Q2
3365.F,CCI,2019 Q3
3366.F,CCI,2019 Q4
3367.F,CCI,2020 Q1
3368.F,CCI,2020 Q2
3369.F,CCI,2020 Q3
3370.F,CCI,2021 Q1
3371.F,CCI,2021 Q2
3372.F,CCI,2021 Q3
3373.F,CCI,2021 Q4
3374.F,CCI,2022 Q1
3375.F,CCI,2022 Q2
3376.F,CCI,2022 Q3
3377.F,CCI,2022 Q4
3378.F,CCI,2023 Q1
3379.F,CCI,2023 Q2
3380.F,CCI,2023 Q3
3381.F,CCI,2023 Q4
3382.F,CCL,2013 Q1
3383.F,CCL,2013 Q2
3384.F,CCL,2013 Q3
3385.F,CCL,2013 Q4
3386.F,CCL,2014 Q1
3387.F,CCL,2014 Q2
3388.F,CCL,2014 Q3
3389.F,CCL,2014 Q4
3390.F,CCL,2015 Q1
3391.F,CCL,2015 Q2
3392.F,CCL,2015 Q3
3393.F,CCL,2015 Q4
3394.F,CCL,2016 Q1
3395.F,CCL,2016 Q2
3396.F,CCL,2016 Q3
3397.F,CCL,2016 Q4
3398.F,CCL,2017 Q1
3399.F,CCL,2017 Q2
3400.F,CCL,2017 Q3
3401.F,CCL,2017 Q4
3402.F,CCL,2018 Q2
3403.F,CCL,2018 Q3
3404.F,CCL,2019 Q1
3405.F,CCL,2019 Q2
3406.F,CCL,2019 Q4
3407.F,CCL,2020 Q2
3408.F,CCL,2020 Q4
3409.F,CCL,2021 Q1
3410.F,CCL,2021 Q2
3411.F,CCL,2021 Q4
3412.F,CCL,2022 Q1
3413.F,CCL,2022 Q2
3414.F,CCL,2022 Q3
3415.F,CCL,2022 Q4
3416.F,CCL,2023 Q1
3417.F,CCL,2023 Q2
3418.F,CCL,2023 Q3
3419.F,CCL,2023 Q4
3420.F,CDW,2013 Q3
3421.F,CDW,2014 Q2
3422.F,CDW,2014 Q3
3423.F,CDW,2014 Q4
3424.F,CDW,2015 Q1
3425.F,CDW,2015 Q2
3426.F,CDW,2015 Q3
3427.F,CDW,2015 Q4
3428.F,CDW,2016 Q1
3429.F,CDW,2016 Q2
3430.F,CDW,2016 Q3
3431.F,CDW,2016 Q4
3432.F,CDW,2017 Q1
3433.F,CDW,2017 Q2
3434.F,CDW,2017 Q3
3435.F,CDW,2017 Q4
3436.F,CDW,2018 Q1
3437.F,CDW,2018 Q2
3438.F,CDW,2018 Q3
3439.F,CDW,2018 Q4
3440.F,CDW,2019 Q1
3441.F,CDW,2019 Q2
3442.F,CDW,2019 Q3
3443.F,CDW,2019 Q4
3444.F,CDW,2020 Q1
3445.F,CDW,2020 Q2
3446.F,CDW,2020 Q3
3447.F,CDW,2020 Q4
3448.F,CDW,2021 Q1
3449.F,CDW,2021 Q2
3450.F,CDW,2021 Q3
3451.F,CDW,2021 Q4
3452.F,CDW,2022 Q1
3453.F,CDW,2022 Q2
3454.F,CDW,2022 Q3
3455.F,CDW,2022 Q4
3456.F,CDW,2023 Q1
3457.F,CDW,2023 Q2
3458.F,CDW,2023 Q3
3459.F,CDW,2023 Q4
3460.F,CE,2013 Q1
3461.F,CE,2013 Q2
3462.F,CE,2013 Q3
3463.F,CE,2013 Q4
3464.F,CE,2014 Q1
3465.F,CE,2014 Q2
3466.F,CE,2014 Q3
3467.F,CE,2014 Q4
3468.F,CE,2015 Q1
3469.F,CE,2015 Q2
3470.F,CE,2015 Q3
3471.F,CE,2015 Q4
3472.F,CE,2016 Q1
3473.F,CE,2016 Q2
3474.F,CE,2016 Q3
3475.F,CE,2016 Q4
3476.F,CE,2017 Q1
3477.F,CE,2017 Q2
3478.F,CE,2017 Q3
3479.F,CE,2017 Q4
3480.F,CE,2018 Q1
3481.F,CE,2018 Q2
3482.F,CE,2018 Q3
3483.F,CE,2018 Q4
3484.F,CE,2019 Q1
3485.F,CE,2019 Q2
3486.F,CE,2019 Q3
3487.F,CE,2019 Q4
3488.F,CE,2020 Q1
3489.F,CE,2020 Q2
3490.F,CE,2020 Q3
3491.F,CE,2020 Q4
3492.F,CE,2021 Q1
3493.F,CE,2021 Q2
3494.F,CE,2021 Q3
3495.F,CE,2021 Q4
3496.F,CE,2022 Q1
3497.F,CE,2022 Q2
3498.F,CE,2022 Q3
3499.F,CE,2022 Q4
3500.F,CE,2023 Q1
3501.F,CE,2023 Q2
3502.F,CE,2023 Q3
3503.F,CE,2023 Q4
3504.F,CEG,2022 Q3
3505.F,CEG,2022 Q4
3506.F,CEG,2023 Q1
3507.F,CEG,2023 Q2
3508.F,CEG,2023 Q3
3509.F,CEG,2023 Q4
3510.F,CF,2013 Q1
3511.F,CF,2013 Q2
3512.F,CF,2013 Q3
3513.F,CF,2013 Q4
3514.F,CF,2014 Q1
3515.F,CF,2014 Q2
3516.F,CF,2014 Q3
3517.F,CF,2014 Q4
3518.F,CF,2015 Q1
3519.F,CF,2015 Q2
3520.F,CF,2015 Q3
3521.F,CF,2015 Q4
3522.F,CF,2016 Q1
3523.F,CF,2016 Q2
3524.F,CF,2016 Q3
3525.F,CF,2016 Q4
3526.F,CF,2017 Q1
3527.F,CF,2017 Q2
3528.F,CF,2017 Q3
3529.F,CF,2017 Q4
3530.F,CF,2018 Q1
3531.F,CF,2018 Q2
3532.F,CF,2018 Q3
3533.F,CF,2018 Q4
3534.F,CF,2019 Q1
3535.F,CF,2019 Q2
3536.F,CF,2019 Q3
3537.F,CF,2019 Q4
3538.F,CF,2020 Q1
3539.F,CF,2020 Q2
3540.F,CF,2020 Q3
3541.F,CF,2020 Q4
3542.F,CF,2021 Q1
3543.F,CF,2021 Q2
3544.F,CF,2021 Q3
3545.F,CF,2021 Q4
3546.F,CF,2022 Q1
3547.F,CF,2022 Q2
3548.F,CF,2022 Q3
3549.F,CF,2022 Q4
3550.F,CF,2023 Q1
3551.F,CF,2023 Q2
3552.F,CF,2023 Q3
3553.F,CF,2023 Q4
3554.F,CFG,2013 Q1
3555.F,CFG,2013 Q2
3556.F,CFG,2013 Q3
3557.F,CFG,2013 Q4
3558.F,CFG,2014 Q1
3559.F,CFG,2014 Q2
3560.F,CFG,2014 Q3
3561.F,CFG,2014 Q4
3562.F,CFG,2015 Q1
3563.F,CFG,2015 Q2
3564.F,CFG,2015 Q3
3565.F,CFG,2015 Q4
3566.F,CFG,2016 Q1
3567.F,CFG,2016 Q2
3568.F,CFG,2016 Q3
3569.F,CFG,2016 Q4
3570.F,CFG,2017 Q1
3571.F,CFG,2017 Q2
3572.F,CFG,2017 Q3
3573.F,CFG,2017 Q4
3574.F,CFG,2018 Q1
3575.F,CFG,2018 Q2
3576.F,CFG,2018 Q3
3577.F,CFG,2018 Q4
3578.F,CFG,2019 Q1
3579.F,CFG,2019 Q2
3580.F,CFG,2019 Q3
3581.F,CFG,2019 Q4
3582.F,CFG,2020 Q1
3583.F,CFG,2020 Q2
3584.F,CFG,2020 Q3
3585.F,CFG,2020 Q4
3586.F,CFG,2021 Q1
3587.F,CFG,2021 Q2
3588.F,CFG,2021 Q3
3589.F,CFG,2021 Q4
3590.F,CFG,2022 Q1
3591.F,CFG,2022 Q2
3592.F,CFG,2022 Q3
3593.F,CFG,2022 Q4
3594.F,CFG,2023 Q1
3595.F,CFG,2023 Q2
3596.F,CFG,2023 Q3
3597.F,CFG,2023 Q4
3598.F,CHD,2013 Q1
3599.F,CHD,2013 Q2
3600.F,CHD,2013 Q3
3601.F,CHD,2013 Q4
3602.F,CHD,2014 Q1
3603.F,CHD,2014 Q2
3604.F,CHD,2014 Q3
3605.F,CHD,2014 Q4
3606.F,CHD,2015 Q1
3607.F,CHD,2015 Q2
3608.F,CHD,2015 Q3
3609.F,CHD,2015 Q4
3610.F,CHD,2016 Q1
3611.F,CHD,2016 Q2
3612.F,CHD,2016 Q3
3613.F,CHD,2016 Q4
3614.F,CHD,2017 Q1
3615.F,CHD,2017 Q2
3616.F,CHD,2017 Q3
3617.F,CHD,2017 Q4
3618.F,CHD,2018 Q1
3619.F,CHD,2018 Q2
3620.F,CHD,2018 Q3
3621.F,CHD,2018 Q4
3622.F,CHD,2019 Q1
3623.F,CHD,2019 Q2
3624.F,CHD,2019 Q3
3625.F,CHD,2019 Q4
3626.F,CHD,2020 Q1
3627.F,CHD,2020 Q2
3628.F,CHD,2020 Q3
3629.F,CHD,2020 Q4
3630.F,CHD,2021 Q1
3631.F,CHD,2021 Q2
3632.F,CHD,2021 Q3
3633.F,CHD,2021 Q4
3634.F,CHD,2022 Q1
3635.F,CHD,2022 Q2
3636.F,CHD,2022 Q3
3637.F,CHD,2022 Q4
3638.F,CHD,2023 Q1
3639.F,CHD,2023 Q2
3640.F,CHD,2023 Q3
3641.F,CHD,2023 Q4
3642.F,CHRW,2013 Q1
3643.F,CHRW,2013 Q2
3644.F,CHRW,2013 Q3
3645.F,CHRW,2013 Q4
3646.F,CHRW,2014 Q1
3647.F,CHRW,2014 Q2
3648.F,CHRW,2014 Q3
3649.F,CHRW,2014 Q4
3650.F,CHRW,2015 Q1
3651.F,CHRW,2015 Q2
3652.F,CHRW,2015 Q3
3653.F,CHRW,2015 Q4
3654.F,CHRW,2016 Q1
3655.F,CHRW,2016 Q2
3656.F,CHRW,2016 Q3
3657.F,CHRW,2016 Q4
3658.F,CHRW,2017 Q1
3659.F,CHRW,2017 Q2
3660.F,CHRW,2017 Q3
3661.F,CHRW,2017 Q4
3662.F,CHRW,2018 Q1
3663.F,CHRW,2018 Q2
3664.F,CHRW,2018 Q3
3665.F,CHRW,2018 Q4
3666.F,CHRW,2019 Q1
3667.F,CHRW,2019 Q2
3668.F,CHRW,2019 Q3
3669.F,CHRW,2019 Q4
3670.F,CHRW,2020 Q1
3671.F,CHRW,2020 Q2
3672.F,CHRW,2020 Q4
3673.F,CHRW,2021 Q1
3674.F,CHRW,2021 Q2
3675.F,CHRW,2021 Q4
3676.F,CHRW,2022 Q1
3677.F,CHRW,2022 Q2
3678.F,CHRW,2022 Q3
3679.F,CHRW,2022 Q4
3680.F,CHRW,2023 Q1
3681.F,CHRW,2023 Q2
3682.F,CHRW,2023 Q3
3683.F,CHRW,2023 Q4
3684.F,CHTR,2013 Q1
3685.F,CHTR,2013 Q2
3686.F,CHTR,2013 Q3
3687.F,CHTR,2013 Q4
3688.F,CHTR,2014 Q1
3689.F,CHTR,2014 Q2
3690.F,CHTR,2014 Q3
3691.F,CHTR,2014 Q4
3692.F,CHTR,2015 Q1
3693.F,CHTR,2015 Q2
3694.F,CHTR,2015 Q3
3695.F,CHTR,2015 Q4
3696.F,CHTR,2016 Q1
3697.F,CHTR,2016 Q2
3698.F,CHTR,2016 Q3
3699.F,CHTR,2016 Q4
3700.F,CHTR,2017 Q1
3701.F,CHTR,2017 Q2
3702.F,CHTR,2017 Q3
3703.F,CHTR,2017 Q4
3704.F,CHTR,2018 Q1
3705.F,CHTR,2018 Q2
3706.F,CHTR,2018 Q3
3707.F,CHTR,2018 Q4
3708.F,CHTR,2019 Q1
3709.F,CHTR,2019 Q2
3710.F,CHTR,2019 Q3
3711.F,CHTR,2019 Q4
3712.F,CHTR,2020 Q1
3713.F,CHTR,2020 Q2
3714.F,CHTR,2020 Q3
3715.F,CHTR,2020 Q4
3716.F,CHTR,2021 Q1
3717.F,CHTR,2021 Q2
3718.F,CHTR,2021 Q3
3719.F,CHTR,2021 Q4
3720.F,CHTR,2022 Q1
3721.F,CHTR,2022 Q2
3722.F,CHTR,2022 Q3
3723.F,CHTR,2022 Q4
3724.F,CHTR,2023 Q1
3725.F,CHTR,2023 Q2
3726.F,CHTR,2023 Q3
3727.F,CHTR,2023 Q4
3728.F,CI,2013 Q1
3729.F,CI,2013 Q2
3730.F,CI,2013 Q3
3731.F,CI,2013 Q4
3732.F,CI,2014 Q1
3733.F,CI,2014 Q2
3734.F,CI,2014 Q3
3735.F,CI,2014 Q4
3736.F,CI,2015 Q1
3737.F,CI,2016 Q2
3738.F,CI,2016 Q3
3739.F,CI,2016 Q4
3740.F,CI,2017 Q1
3741.F,CI,2017 Q2
3742.F,CI,2017 Q3
3743.F,CI,2017 Q4
3744.F,CI,2018 Q1
3745.F,CI,2018 Q2
3746.F,CI,2018 Q3
3747.F,CI,2018 Q4
3748.F,CI,2019 Q1
3749.F,CI,2019 Q2
3750.F,CI,2019 Q3
3751.F,CI,2019 Q4
3752.F,CI,2020 Q1
3753.F,CI,2020 Q2
3754.F,CI,2020 Q3
3755.F,CI,2020 Q4
3756.F,CI,2021 Q1
3757.F,CI,2021 Q2
3758.F,CI,2021 Q3
3759.F,CI,2021 Q4
3760.F,CI,2022 Q1
3761.F,CI,2022 Q2
3762.F,CI,2022 Q3
3763.F,CI,2022 Q4
3764.F,CI,2023 Q1
3765.F,CI,2023 Q2
3766.F,CI,2023 Q3
3767.F,CI,2023 Q4
3768.F,CINF,2013 Q1
3769.F,CINF,2013 Q2
3770.F,CINF,2013 Q3
3771.F,CINF,2013 Q4
3772.F,CINF,2014 Q1
3773.F,CINF,2014 Q2
3774.F,CINF,2014 Q3
3775.F,CINF,2014 Q4
3776.F,CINF,2015 Q1
3777.F,CINF,2015 Q2
3778.F,CINF,2015 Q3
3779.F,CINF,2015 Q4
3780.F,CINF,2016 Q1
3781.F,CINF,2016 Q2
3782.F,CINF,2016 Q3
3783.F,CINF,2016 Q4
3784.F,CINF,2017 Q1
3785.F,CINF,2017 Q2
3786.F,CINF,2017 Q3
3787.F,CINF,2017 Q4
3788.F,CINF,2018 Q1
3789.F,CINF,2018 Q2
3790.F,CINF,2018 Q3
3791.F,CINF,2018 Q4
3792.F,CINF,2019 Q1
3793.F,CINF,2019 Q2
3794.F,CINF,2019 Q3
3795.F,CINF,2019 Q4
3796.F,CINF,2020 Q1
3797.F,CINF,2020 Q2
3798.F,CINF,2020 Q3
3799.F,CINF,2020 Q4
3800.F,CINF,2021 Q1
3801.F,CINF,2021 Q2
3802.F,CINF,2021 Q3
3803.F,CINF,2021 Q4
3804.F,CINF,2022 Q1
3805.F,CINF,2022 Q2
3806.F,CINF,2022 Q3
3807.F,CINF,2022 Q4
3808.F,CINF,2023 Q1
3809.F,CINF,2023 Q2
3810.F,CINF,2023 Q3
3811.F,CINF,2023 Q4
3812.F,CL,2013 Q1
3813.F,CL,2013 Q2
3814.F,CL,2013 Q3
3815.F,CL,2013 Q4
3816.F,CL,2014 Q1
3817.F,CL,2014 Q2
3818.F,CL,2014 Q3
3819.F,CL,2014 Q4
3820.F,CL,2015 Q1
3821.F,CL,2015 Q2
3822.F,CL,2015 Q3
3823.F,CL,2015 Q4
3824.F,CL,2016 Q1
3825.F,CL,2016 Q2
3826.F,CL,2016 Q3
3827.F,CL,2016 Q4
3828.F,CL,2017 Q1
3829.F,CL,2017 Q2
3830.F,CL,2017 Q3
3831.F,CL,2017 Q4
3832.F,CL,2018 Q1
3833.F,CL,2018 Q2
3834.F,CL,2018 Q3
3835.F,CL,2018 Q4
3836.F,CL,2019 Q1
3837.F,CL,2019 Q2
3838.F,CL,2019 Q3
3839.F,CL,2019 Q4
3840.F,CL,2020 Q1
3841.F,CL,2020 Q2
3842.F,CL,2020 Q3
3843.F,CL,2020 Q4
3844.F,CL,2021 Q1
3845.F,CL,2021 Q2
3846.F,CL,2021 Q3
3847.F,CL,2021 Q4
3848.F,CL,2022 Q1
3849.F,CL,2022 Q2
3850.F,CL,2022 Q3
3851.F,CL,2022 Q4
3852.F,CL,2023 Q1
3853.F,CL,2023 Q2
3854.F,CL,2023 Q3
3855.F,CL,2023 Q4
3856.F,CLX,2013 Q1
3857.F,CLX,2013 Q2
3858.F,CLX,2013 Q3
3859.F,CLX,2013 Q4
3860.F,CLX,2014 Q1
3861.F,CLX,2014 Q2
3862.F,CLX,2014 Q3
3863.F,CLX,2014 Q4
3864.F,CLX,2015 Q1
3865.F,CLX,2015 Q2
3866.F,CLX,2015 Q3
3867.F,CLX,2015 Q4
3868.F,CLX,2016 Q1
3869.F,CLX,2016 Q2
3870.F,CLX,2016 Q3
3871.F,CLX,2016 Q4
3872.F,CLX,2017 Q1
3873.F,CLX,2017 Q2
3874.F,CLX,2017 Q3
3875.F,CLX,2017 Q4
3876.F,CLX,2018 Q1
3877.F,CLX,2018 Q2
3878.F,CLX,2018 Q3
3879.F,CLX,2018 Q4
3880.F,CLX,2019 Q1
3881.F,CLX,2019 Q2
3882.F,CLX,2019 Q3
3883.F,CLX,2019 Q4
3884.F,CLX,2020 Q1
3885.F,CLX,2020 Q2
3886.F,CLX,2020 Q3
3887.F,CLX,2020 Q4
3888.F,CLX,2021 Q1
3889.F,CLX,2021 Q2
3890.F,CLX,2021 Q3
3891.F,CLX,2021 Q4
3892.F,CLX,2022 Q2
3893.F,CLX,2022 Q3
3894.F,CLX,2022 Q4
3895.F,CLX,2023 Q1
3896.F,CLX,2023 Q2
3897.F,CLX,2023 Q3
3898.F,CLX,2023 Q4
3899.F,CMA,2013 Q1
3900.F,CMA,2013 Q2
3901.F,CMA,2013 Q3
3902.F,CMA,2013 Q4
3903.F,CMA,2014 Q1
3904.F,CMA,2014 Q2
3905.F,CMA,2014 Q3
3906.F,CMA,2014 Q4
3907.F,CMA,2015 Q1
3908.F,CMA,2015 Q2
3909.F,CMA,2015 Q3
3910.F,CMA,2015 Q4
3911.F,CMA,2016 Q1
3912.F,CMA,2016 Q2
3913.F,CMA,2016 Q3
3914.F,CMA,2016 Q4
3915.F,CMA,2017 Q1
3916.F,CMA,2017 Q2
3917.F,CMA,2017 Q3
3918.F,CMA,2017 Q4
3919.F,CMA,2018 Q1
3920.F,CMA,2018 Q2
3921.F,CMA,2018 Q3
3922.F,CMA,2018 Q4
3923.F,CMA,2019 Q1
3924.F,CMA,2019 Q2
3925.F,CMA,2019 Q3
3926.F,CMA,2019 Q4
3927.F,CMA,2020 Q1
3928.F,CMA,2020 Q2
3929.F,CMA,2020 Q3
3930.F,CMA,2020 Q4
3931.F,CMA,2021 Q1
3932.F,CMA,2021 Q2
3933.F,CMA,2021 Q3
3934.F,CMA,2021 Q4
3935.F,CMA,2022 Q1
3936.F,CMA,2022 Q2
3937.F,CMA,2022 Q3
3938.F,CMA,2022 Q4
3939.F,CMA,2023 Q1
3940.F,CMA,2023 Q2
3941.F,CMA,2023 Q3
3942.F,CMA,2023 Q4
3943.F,CMCSA,2013 Q1
3944.F,CMCSA,2013 Q2
3945.F,CMCSA,2013 Q3
3946.F,CMCSA,2013 Q4
3947.F,CMCSA,2014 Q1
3948.F,CMCSA,2014 Q2
3949.F,CMCSA,2014 Q3
3950.F,CMCSA,2014 Q4
3951.F,CMCSA,2015 Q1
3952.F,CMCSA,2015 Q2
3953.F,CMCSA,2015 Q3
3954.F,CMCSA,2015 Q4
3955.F,CMCSA,2016 Q1
3956.F,CMCSA,2016 Q2
3957.F,CMCSA,2016 Q3
3958.F,CMCSA,2016 Q4
3959.F,CMCSA,2017 Q1
3960.F,CMCSA,2017 Q2
3961.F,CMCSA,2017 Q3
3962.F,CMCSA,2017 Q4
3963.F,CMCSA,2018 Q1
3964.F,CMCSA,2018 Q2
3965.F,CMCSA,2018 Q3
3966.F,CMCSA,2018 Q4
3967.F,CMCSA,2019 Q1
3968.F,CMCSA,2019 Q2
3969.F,CMCSA,2019 Q3
3970.F,CMCSA,2019 Q4
3971.F,CMCSA,2020 Q1
3972.F,CMCSA,2020 Q2
3973.F,CMCSA,2020 Q3
3974.F,CMCSA,2020 Q4
3975.F,CMCSA,2021 Q1
3976.F,CMCSA,2021 Q2
3977.F,CMCSA,2021 Q3
3978.F,CMCSA,2021 Q4
3979.F,CMCSA,2022 Q1
3980.F,CMCSA,2022 Q2
3981.F,CMCSA,2022 Q3
3982.F,CMCSA,2022 Q4
