document_ID,firm_ID,time_of_earning_call
15309.F,PPG,2017 Q3
15310.F,PPG,2017 Q4
15311.F,PPG,2018 Q1
15312.F,PPG,2018 Q2
15313.F,PPG,2018 Q3
15314.F,PPG,2018 Q4
15315.F,PPG,2019 Q1
15316.F,PPG,2019 Q2
15317.F,PPG,2019 Q3
15318.F,PPG,2019 Q4
15319.F,PPG,2020 Q1
15320.F,PPG,2020 Q2
15321.F,PPG,2020 Q3
15322.F,PPG,2020 Q4
15323.F,PPG,2021 Q1
15324.F,PPG,2021 Q2
15325.F,PPG,2021 Q3
15326.F,PPG,2021 Q4
15327.F,PPG,2022 Q1
15328.F,PPG,2022 Q2
15329.F,PPG,2022 Q3
15330.F,PPG,2022 Q4
15331.F,PPG,2023 Q1
15332.F,PPG,2023 Q2
15333.F,PPG,2023 Q3
15334.F,PPG,2023 Q4
15335.F,PPL,2013 Q1
15336.F,PPL,2013 Q2
15337.F,PPL,2013 Q3
15338.F,PPL,2013 Q4
15339.F,PPL,2014 Q1
15340.F,PPL,2014 Q2
15341.F,PPL,2014 Q3
15342.F,PPL,2014 Q4
15343.F,PPL,2015 Q1
15344.F,PPL,2015 Q2
15345.F,PPL,2015 Q3
15346.F,PPL,2015 Q4
15347.F,PPL,2016 Q1
15348.F,PPL,2016 Q2
15349.F,PPL,2016 Q3
15350.F,PPL,2016 Q4
15351.F,PPL,2017 Q1
15352.F,PPL,2017 Q2
15353.F,PPL,2017 Q3
15354.F,PPL,2017 Q4
15355.F,PPL,2018 Q1
15356.F,PPL,2018 Q2
15357.F,PPL,2018 Q3
15358.F,PPL,2018 Q4
15359.F,PPL,2019 Q1
15360.F,PPL,2019 Q2
15361.F,PPL,2019 Q3
15362.F,PPL,2019 Q4
15363.F,PPL,2020 Q1
15364.F,PPL,2020 Q2
15365.F,PPL,2020 Q3
15366.F,PPL,2020 Q4
15367.F,PPL,2021 Q1
15368.F,PPL,2021 Q2
15369.F,PPL,2021 Q3
15370.F,PPL,2021 Q4
15371.F,PPL,2022 Q1
15372.F,PPL,2022 Q2
15373.F,PPL,2022 Q3
15374.F,PPL,2022 Q4
15375.F,PPL,2023 Q1
15376.F,PPL,2023 Q2
15377.F,PPL,2023 Q4
15378.F,PRU,2013 Q1
15379.F,PRU,2013 Q2
15380.F,PRU,2013 Q3
15381.F,PRU,2013 Q4
15382.F,PRU,2014 Q1
15383.F,PRU,2014 Q2
15384.F,PRU,2014 Q3
15385.F,PRU,2014 Q4
15386.F,PRU,2015 Q1
15387.F,PRU,2015 Q2
15388.F,PRU,2015 Q3
15389.F,PRU,2015 Q4
15390.F,PRU,2016 Q1
15391.F,PRU,2016 Q2
15392.F,PRU,2016 Q3
15393.F,PRU,2016 Q4
15394.F,PRU,2017 Q1
15395.F,PRU,2017 Q2
15396.F,PRU,2017 Q3
15397.F,PRU,2017 Q4
15398.F,PRU,2018 Q1
15399.F,PRU,2018 Q2
15400.F,PRU,2018 Q3
15401.F,PRU,2018 Q4
15402.F,PRU,2019 Q1
15403.F,PRU,2019 Q2
15404.F,PRU,2019 Q3
15405.F,PRU,2019 Q4
15406.F,PRU,2020 Q1
15407.F,PRU,2020 Q2
15408.F,PRU,2020 Q3
15409.F,PRU,2020 Q4
15410.F,PRU,2021 Q1
15411.F,PRU,2021 Q2
15412.F,PRU,2021 Q3
15413.F,PRU,2021 Q4
15414.F,PRU,2022 Q1
15415.F,PRU,2022 Q2
15416.F,PRU,2022 Q3
15417.F,PRU,2022 Q4
15418.F,PRU,2023 Q1
15419.F,PRU,2023 Q2
15420.F,PRU,2023 Q3
15421.F,PRU,2023 Q4
15422.F,PSA,2013 Q1
15423.F,PSA,2013 Q2
15424.F,PSA,2013 Q3
15425.F,PSA,2013 Q4
15426.F,PSA,2014 Q1
15427.F,PSA,2014 Q2
15428.F,PSA,2014 Q3
15429.F,PSA,2014 Q4
15430.F,PSA,2015 Q1
15431.F,PSA,2015 Q2
15432.F,PSA,2015 Q3
15433.F,PSA,2015 Q4
15434.F,PSA,2016 Q1
15435.F,PSA,2016 Q2
15436.F,PSA,2016 Q3
15437.F,PSA,2016 Q4
15438.F,PSA,2017 Q1
15439.F,PSA,2017 Q2
15440.F,PSA,2017 Q3
15441.F,PSA,2017 Q4
15442.F,PSA,2018 Q1
15443.F,PSA,2018 Q2
15444.F,PSA,2018 Q3
15445.F,PSA,2018 Q4
15446.F,PSA,2019 Q1
15447.F,PSA,2019 Q2
15448.F,PSA,2019 Q3
15449.F,PSA,2019 Q4
15450.F,PSA,2020 Q1
15451.F,PSA,2020 Q2
15452.F,PSA,2020 Q3
15453.F,PSA,2020 Q4
15454.F,PSA,2021 Q1
15455.F,PSA,2021 Q2
15456.F,PSA,2021 Q3
15457.F,PSA,2021 Q4
15458.F,PSA,2022 Q1
15459.F,PSA,2022 Q2
15460.F,PSA,2022 Q3
15461.F,PSA,2022 Q4
15462.F,PSA,2023 Q1
15463.F,PSA,2023 Q2
15464.F,PSA,2023 Q3
15465.F,PSA,2023 Q4
15466.F,PSX,2013 Q1
15467.F,PSX,2013 Q2
15468.F,PSX,2013 Q3
15469.F,PSX,2013 Q4
15470.F,PSX,2014 Q1
15471.F,PSX,2014 Q2
15472.F,PSX,2014 Q3
15473.F,PSX,2014 Q4
15474.F,PSX,2015 Q1
15475.F,PSX,2015 Q2
15476.F,PSX,2015 Q3
15477.F,PSX,2015 Q4
15478.F,PSX,2016 Q1
15479.F,PSX,2016 Q2
15480.F,PSX,2016 Q3
15481.F,PSX,2016 Q4
15482.F,PSX,2017 Q1
15483.F,PSX,2017 Q2
15484.F,PSX,2017 Q3
15485.F,PSX,2017 Q4
15486.F,PSX,2018 Q1
15487.F,PSX,2018 Q2
15488.F,PSX,2018 Q3
15489.F,PSX,2018 Q4
15490.F,PSX,2019 Q1
15491.F,PSX,2019 Q2
15492.F,PSX,2019 Q3
15493.F,PSX,2019 Q4
15494.F,PSX,2020 Q1
15495.F,PSX,2020 Q2
15496.F,PSX,2020 Q3
15497.F,PSX,2020 Q4
15498.F,PSX,2021 Q1
15499.F,PSX,2021 Q2
15500.F,PSX,2021 Q3
15501.F,PSX,2021 Q4
15502.F,PSX,2022 Q1
15503.F,PSX,2022 Q2
15504.F,PSX,2022 Q3
15505.F,PSX,2022 Q4
15506.F,PSX,2023 Q1
15507.F,PSX,2023 Q2
15508.F,PSX,2023 Q3
15509.F,PSX,2023 Q4
15510.F,PTC,2013 Q1
15511.F,PTC,2013 Q2
15512.F,PTC,2013 Q3
15513.F,PTC,2013 Q4
15514.F,PTC,2014 Q1
15515.F,PTC,2014 Q3
15516.F,PTC,2014 Q4
15517.F,PTC,2015 Q1
15518.F,PTC,2015 Q2
15519.F,PTC,2015 Q3
15520.F,PTC,2015 Q4
15521.F,PTC,2016 Q1
15522.F,PTC,2016 Q2
15523.F,PTC,2016 Q3
15524.F,PTC,2016 Q4
15525.F,PTC,2017 Q1
15526.F,PTC,2017 Q2
15527.F,PTC,2017 Q3
15528.F,PTC,2017 Q4
15529.F,PTC,2018 Q1
15530.F,PTC,2018 Q2
15531.F,PTC,2018 Q3
15532.F,PTC,2018 Q4
15533.F,PTC,2019 Q1
15534.F,PTC,2019 Q2
15535.F,PTC,2019 Q3
15536.F,PTC,2020 Q1
15537.F,PTC,2020 Q2
15538.F,PTC,2020 Q3
15539.F,PTC,2020 Q4
15540.F,PTC,2021 Q1
15541.F,PTC,2021 Q2
15542.F,PTC,2021 Q3
15543.F,PTC,2021 Q4
15544.F,PTC,2022 Q1
15545.F,PTC,2022 Q2
15546.F,PTC,2022 Q3
15547.F,PTC,2022 Q4
15548.F,PTC,2023 Q1
15549.F,PTC,2023 Q2
15550.F,PTC,2023 Q3
15551.F,PTC,2023 Q4
15552.F,PWR,2013 Q1
15553.F,PWR,2013 Q2
15554.F,PWR,2013 Q3
15555.F,PWR,2013 Q4
15556.F,PWR,2014 Q1
15557.F,PWR,2014 Q2
15558.F,PWR,2014 Q3
15559.F,PWR,2014 Q4
15560.F,PWR,2015 Q1
15561.F,PWR,2015 Q2
15562.F,PWR,2015 Q3
15563.F,PWR,2015 Q4
15564.F,PWR,2016 Q1
15565.F,PWR,2016 Q2
15566.F,PWR,2016 Q3
15567.F,PWR,2016 Q4
15568.F,PWR,2017 Q1
15569.F,PWR,2017 Q2
15570.F,PWR,2017 Q3
15571.F,PWR,2017 Q4
15572.F,PWR,2018 Q1
15573.F,PWR,2018 Q2
15574.F,PWR,2018 Q3
15575.F,PWR,2018 Q4
15576.F,PWR,2019 Q1
15577.F,PWR,2019 Q2
15578.F,PWR,2019 Q3
15579.F,PWR,2019 Q4
15580.F,PWR,2020 Q1
15581.F,PWR,2020 Q2
15582.F,PWR,2020 Q3
15583.F,PWR,2020 Q4
15584.F,PWR,2021 Q1
15585.F,PWR,2021 Q2
15586.F,PWR,2021 Q3
15587.F,PWR,2021 Q4
15588.F,PWR,2022 Q1
15589.F,PWR,2022 Q2
15590.F,PWR,2022 Q3
15591.F,PWR,2022 Q4
15592.F,PWR,2023 Q1
15593.F,PWR,2023 Q2
15594.F,PWR,2023 Q3
15595.F,PWR,2023 Q4
15596.F,PXD,2013 Q1
15597.F,PXD,2013 Q2
15598.F,PXD,2013 Q3
15599.F,PXD,2013 Q4
15600.F,PXD,2014 Q1
15601.F,PXD,2014 Q2
15602.F,PXD,2014 Q3
15603.F,PXD,2014 Q4
15604.F,PXD,2015 Q1
15605.F,PXD,2015 Q2
15606.F,PXD,2015 Q3
15607.F,PXD,2015 Q4
15608.F,PXD,2016 Q1
15609.F,PXD,2016 Q3
15610.F,PXD,2016 Q4
15611.F,PXD,2017 Q1
15612.F,PXD,2017 Q2
15613.F,PXD,2017 Q3
15614.F,PXD,2017 Q4
15615.F,PXD,2018 Q1
15616.F,PXD,2018 Q2
15617.F,PXD,2018 Q3
15618.F,PXD,2018 Q4
15619.F,PXD,2019 Q1
15620.F,PXD,2019 Q2
15621.F,PXD,2019 Q3
15622.F,PXD,2019 Q4
15623.F,PXD,2020 Q1
15624.F,PXD,2020 Q2
15625.F,PXD,2020 Q3
15626.F,PXD,2020 Q4
15627.F,PXD,2021 Q1
15628.F,PXD,2021 Q2
15629.F,PXD,2021 Q4
15630.F,PXD,2022 Q1
15631.F,PXD,2022 Q2
15632.F,PXD,2022 Q3
15633.F,PXD,2022 Q4
15634.F,PXD,2023 Q1
15635.F,PXD,2023 Q2
15636.F,PYPL,2016 Q1
15637.F,PYPL,2016 Q2
15638.F,PYPL,2016 Q3
15639.F,PYPL,2016 Q4
15640.F,PYPL,2017 Q1
15641.F,PYPL,2017 Q2
15642.F,PYPL,2017 Q3
15643.F,PYPL,2017 Q4
15644.F,PYPL,2018 Q1
15645.F,PYPL,2018 Q2
15646.F,PYPL,2018 Q3
15647.F,PYPL,2018 Q4
15648.F,PYPL,2019 Q1
15649.F,PYPL,2019 Q2
15650.F,PYPL,2019 Q3
15651.F,PYPL,2019 Q4
15652.F,PYPL,2020 Q1
15653.F,PYPL,2020 Q2
15654.F,PYPL,2020 Q3
15655.F,PYPL,2020 Q4
15656.F,PYPL,2021 Q1
15657.F,PYPL,2021 Q2
15658.F,PYPL,2021 Q3
15659.F,PYPL,2021 Q4
15660.F,PYPL,2022 Q1
15661.F,PYPL,2022 Q2
15662.F,PYPL,2022 Q3
15663.F,PYPL,2022 Q4
15664.F,PYPL,2023 Q1
15665.F,PYPL,2023 Q2
15666.F,PYPL,2023 Q3
15667.F,PYPL,2023 Q4
15668.F,QCOM,2013 Q1
15669.F,QCOM,2013 Q2
15670.F,QCOM,2013 Q3
15671.F,QCOM,2013 Q4
15672.F,QCOM,2014 Q1
15673.F,QCOM,2014 Q2
15674.F,QCOM,2014 Q3
15675.F,QCOM,2014 Q4
15676.F,QCOM,2015 Q1
15677.F,QCOM,2015 Q2
15678.F,QCOM,2015 Q3
15679.F,QCOM,2015 Q4
15680.F,QCOM,2016 Q1
15681.F,QCOM,2016 Q2
15682.F,QCOM,2016 Q3
15683.F,QCOM,2016 Q4
15684.F,QCOM,2017 Q1
15685.F,QCOM,2017 Q2
15686.F,QCOM,2017 Q3
15687.F,QCOM,2017 Q4
15688.F,QCOM,2018 Q1
15689.F,QCOM,2018 Q2
15690.F,QCOM,2018 Q3
15691.F,QCOM,2018 Q4
15692.F,QCOM,2019 Q1
15693.F,QCOM,2019 Q3
15694.F,QCOM,2019 Q4
15695.F,QCOM,2020 Q1
15696.F,QCOM,2020 Q2
15697.F,QCOM,2020 Q3
15698.F,QCOM,2020 Q4
15699.F,QCOM,2021 Q1
15700.F,QCOM,2021 Q2
15701.F,QCOM,2021 Q3
15702.F,QCOM,2021 Q4
15703.F,QCOM,2022 Q1
15704.F,QCOM,2022 Q2
15705.F,QCOM,2022 Q3
15706.F,QCOM,2022 Q4
15707.F,QCOM,2023 Q1
15708.F,QCOM,2023 Q2
15709.F,QCOM,2023 Q3
15710.F,QCOM,2023 Q4
15711.F,QRVO,2013 Q1
15712.F,QRVO,2013 Q2
15713.F,QRVO,2013 Q3
15714.F,QRVO,2013 Q4
15715.F,QRVO,2014 Q1
15716.F,QRVO,2014 Q2
15717.F,QRVO,2014 Q3
15718.F,QRVO,2014 Q4
15719.F,QRVO,2015 Q1
15720.F,QRVO,2015 Q2
15721.F,QRVO,2015 Q4
15722.F,QRVO,2016 Q2
15723.F,QRVO,2016 Q3
15724.F,QRVO,2016 Q4
15725.F,QRVO,2017 Q1
15726.F,QRVO,2017 Q2
15727.F,QRVO,2017 Q3
15728.F,QRVO,2017 Q4
15729.F,QRVO,2018 Q1
15730.F,QRVO,2018 Q2
15731.F,QRVO,2018 Q3
15732.F,QRVO,2018 Q4
15733.F,QRVO,2019 Q1
15734.F,QRVO,2019 Q2
15735.F,QRVO,2019 Q3
15736.F,QRVO,2019 Q4
15737.F,QRVO,2020 Q1
15738.F,QRVO,2020 Q2
15739.F,QRVO,2020 Q3
15740.F,QRVO,2020 Q4
15741.F,QRVO,2021 Q1
15742.F,QRVO,2021 Q2
15743.F,QRVO,2021 Q3
15744.F,QRVO,2021 Q4
15745.F,QRVO,2022 Q1
15746.F,QRVO,2022 Q3
15747.F,QRVO,2022 Q4
15748.F,QRVO,2023 Q1
15749.F,QRVO,2023 Q2
15750.F,QRVO,2023 Q3
15751.F,QRVO,2023 Q4
15752.F,RCL,2013 Q1
15753.F,RCL,2013 Q2
15754.F,RCL,2013 Q3
15755.F,RCL,2013 Q4
15756.F,RCL,2014 Q1
15757.F,RCL,2014 Q2
15758.F,RCL,2014 Q3
15759.F,RCL,2014 Q4
15760.F,RCL,2015 Q1
15761.F,RCL,2015 Q2
15762.F,RCL,2015 Q3
15763.F,RCL,2015 Q4
15764.F,RCL,2016 Q1
15765.F,RCL,2016 Q2
15766.F,RCL,2016 Q3
15767.F,RCL,2016 Q4
15768.F,RCL,2017 Q1
15769.F,RCL,2017 Q2
15770.F,RCL,2017 Q3
15771.F,RCL,2017 Q4
15772.F,RCL,2018 Q1
15773.F,RCL,2018 Q2
15774.F,RCL,2018 Q3
15775.F,RCL,2018 Q4
15776.F,RCL,2019 Q1
15777.F,RCL,2019 Q2
15778.F,RCL,2019 Q3
15779.F,RCL,2019 Q4
15780.F,RCL,2020 Q1
15781.F,RCL,2020 Q2
15782.F,RCL,2020 Q3
15783.F,RCL,2020 Q4
15784.F,RCL,2021 Q1
15785.F,RCL,2021 Q2
15786.F,RCL,2021 Q3
15787.F,RCL,2021 Q4
15788.F,RCL,2022 Q1
15789.F,RCL,2022 Q2
15790.F,RCL,2022 Q3
15791.F,RCL,2022 Q4
15792.F,RCL,2023 Q1
15793.F,RCL,2023 Q2
15794.F,RCL,2023 Q3
15795.F,RCL,2023 Q4
15796.F,REG,2013 Q1
15797.F,REG,2013 Q2
15798.F,REG,2013 Q3
15799.F,REG,2013 Q4
15800.F,REG,2014 Q1
15801.F,REG,2014 Q2
15802.F,REG,2014 Q3
15803.F,REG,2014 Q4
15804.F,REG,2015 Q1
15805.F,REG,2015 Q2
15806.F,REG,2015 Q3
15807.F,REG,2015 Q4
15808.F,REG,2016 Q1
15809.F,REG,2016 Q2
15810.F,REG,2016 Q3
15811.F,REG,2016 Q4
15812.F,REG,2017 Q1
15813.F,REG,2017 Q2
15814.F,REG,2017 Q3
15815.F,REG,2017 Q4
15816.F,REG,2018 Q1
15817.F,REG,2018 Q2
15818.F,REG,2018 Q3
15819.F,REG,2018 Q4
15820.F,REG,2019 Q1
15821.F,REG,2019 Q2
15822.F,REG,2019 Q3
15823.F,REG,2019 Q4
15824.F,REG,2020 Q1
15825.F,REG,2020 Q2
15826.F,REG,2020 Q3
15827.F,REG,2020 Q4
15828.F,REG,2021 Q1
15829.F,REG,2021 Q2
15830.F,REG,2021 Q3
15831.F,REG,2021 Q4
15832.F,REG,2022 Q1
15833.F,REG,2022 Q2
15834.F,REG,2022 Q3
15835.F,REG,2022 Q4
15836.F,REG,2023 Q1
15837.F,REG,2023 Q2
15838.F,REG,2023 Q3
15839.F,REG,2023 Q4
15840.F,REGN,2013 Q1
15841.F,REGN,2013 Q2
15842.F,REGN,2013 Q3
15843.F,REGN,2013 Q4
15844.F,REGN,2014 Q1
15845.F,REGN,2014 Q2
15846.F,REGN,2014 Q3
15847.F,REGN,2014 Q4
15848.F,REGN,2015 Q1
15849.F,REGN,2015 Q2
15850.F,REGN,2015 Q3
15851.F,REGN,2015 Q4
15852.F,REGN,2016 Q1
15853.F,REGN,2016 Q2
15854.F,REGN,2016 Q3
15855.F,REGN,2016 Q4
15856.F,REGN,2017 Q1
15857.F,REGN,2017 Q2
15858.F,REGN,2017 Q3
15859.F,REGN,2017 Q4
15860.F,REGN,2018 Q1
15861.F,REGN,2018 Q2
15862.F,REGN,2018 Q3
15863.F,REGN,2018 Q4
15864.F,REGN,2019 Q1
15865.F,REGN,2019 Q2
15866.F,REGN,2019 Q3
15867.F,REGN,2019 Q4
15868.F,REGN,2020 Q1
15869.F,REGN,2020 Q2
15870.F,REGN,2020 Q3
15871.F,REGN,2020 Q4
15872.F,REGN,2021 Q1
15873.F,REGN,2021 Q2
15874.F,REGN,2021 Q3
15875.F,REGN,2021 Q4
15876.F,REGN,2022 Q1
15877.F,REGN,2022 Q2
15878.F,REGN,2022 Q3
15879.F,REGN,2022 Q4
15880.F,REGN,2023 Q1
15881.F,REGN,2023 Q2
15882.F,REGN,2023 Q3
15883.F,REGN,2023 Q4
15884.F,RF,2013 Q1
15885.F,RF,2013 Q2
15886.F,RF,2013 Q3
15887.F,RF,2013 Q4
15888.F,RF,2014 Q1
15889.F,RF,2014 Q2
15890.F,RF,2014 Q3
15891.F,RF,2014 Q4
15892.F,RF,2015 Q1
15893.F,RF,2015 Q2
15894.F,RF,2015 Q3
15895.F,RF,2015 Q4
15896.F,RF,2016 Q1
15897.F,RF,2016 Q2
15898.F,RF,2016 Q3
15899.F,RF,2016 Q4
15900.F,RF,2017 Q1
15901.F,RF,2017 Q2
15902.F,RF,2017 Q3
15903.F,RF,2017 Q4
15904.F,RF,2018 Q1
15905.F,RF,2018 Q2
15906.F,RF,2018 Q3
15907.F,RF,2018 Q4
15908.F,RF,2019 Q1
15909.F,RF,2019 Q2
15910.F,RF,2019 Q3
15911.F,RF,2019 Q4
15912.F,RF,2020 Q1
15913.F,RF,2020 Q2
15914.F,RF,2020 Q3
15915.F,RF,2020 Q4
15916.F,RF,2021 Q1
15917.F,RF,2021 Q2
15918.F,RF,2021 Q3
15919.F,RF,2021 Q4
15920.F,RF,2022 Q1
15921.F,RF,2022 Q2
15922.F,RF,2022 Q3
15923.F,RF,2022 Q4
15924.F,RF,2023 Q1
15925.F,RF,2023 Q2
15926.F,RF,2023 Q3
15927.F,RF,2023 Q4
15928.F,RHI,2013 Q1
15929.F,RHI,2013 Q2
15930.F,RHI,2013 Q3
15931.F,RHI,2013 Q4
15932.F,RHI,2014 Q1
15933.F,RHI,2014 Q2
15934.F,RHI,2014 Q3
15935.F,RHI,2014 Q4
15936.F,RHI,2015 Q1
15937.F,RHI,2015 Q2
15938.F,RHI,2015 Q3
15939.F,RHI,2015 Q4
15940.F,RHI,2016 Q1
15941.F,RHI,2016 Q2
15942.F,RHI,2016 Q3
15943.F,RHI,2016 Q4
15944.F,RHI,2017 Q1
15945.F,RHI,2017 Q2
15946.F,RHI,2017 Q3
15947.F,RHI,2017 Q4
15948.F,RHI,2018 Q1
15949.F,RHI,2018 Q2
15950.F,RHI,2018 Q3
15951.F,RHI,2018 Q4
15952.F,RHI,2019 Q1
15953.F,RHI,2019 Q2
15954.F,RHI,2019 Q3
15955.F,RHI,2019 Q4
15956.F,RHI,2020 Q1
15957.F,RHI,2020 Q2
15958.F,RHI,2020 Q3
15959.F,RHI,2020 Q4
15960.F,RHI,2021 Q1
15961.F,RHI,2021 Q2
15962.F,RHI,2021 Q3
15963.F,RHI,2021 Q4
15964.F,RHI,2022 Q1
15965.F,RHI,2022 Q2
15966.F,RHI,2022 Q3
15967.F,RHI,2022 Q4
15968.F,RHI,2023 Q1
15969.F,RHI,2023 Q2
15970.F,RHI,2023 Q3
15971.F,RHI,2023 Q4
15972.F,RJF,2013 Q1
15973.F,RJF,2013 Q2
15974.F,RJF,2013 Q3
15975.F,RJF,2013 Q4
15976.F,RJF,2014 Q1
15977.F,RJF,2014 Q2
15978.F,RJF,2014 Q3
15979.F,RJF,2014 Q4
15980.F,RJF,2015 Q1
15981.F,RJF,2015 Q2
15982.F,RJF,2015 Q3
15983.F,RJF,2015 Q4
15984.F,RJF,2016 Q1
15985.F,RJF,2016 Q2
15986.F,RJF,2016 Q3
15987.F,RJF,2016 Q4
15988.F,RJF,2017 Q1
15989.F,RJF,2017 Q2
15990.F,RJF,2017 Q3
15991.F,RJF,2017 Q4
15992.F,RJF,2018 Q1
15993.F,RJF,2018 Q2
15994.F,RJF,2018 Q3
15995.F,RJF,2018 Q4
15996.F,RJF,2019 Q1
15997.F,RJF,2019 Q2
15998.F,RJF,2019 Q3
15999.F,RJF,2019 Q4
16000.F,RJF,2020 Q1
16001.F,RJF,2020 Q2
16002.F,RJF,2020 Q3
16003.F,RJF,2020 Q4
16004.F,RJF,2021 Q1
16005.F,RJF,2021 Q2
16006.F,RJF,2021 Q3
16007.F,RJF,2021 Q4
16008.F,RJF,2022 Q1
16009.F,RJF,2022 Q2
16010.F,RJF,2022 Q3
16011.F,RJF,2022 Q4
16012.F,RJF,2023 Q2
16013.F,RJF,2023 Q3
16014.F,RJF,2023 Q4
16015.F,RL,2013 Q1
16016.F,RL,2013 Q2
16017.F,RL,2013 Q3
16018.F,RL,2013 Q4
16019.F,RL,2014 Q1
16020.F,RL,2014 Q2
16021.F,RL,2014 Q3
16022.F,RL,2014 Q4
16023.F,RL,2015 Q1
16024.F,RL,2015 Q2
16025.F,RL,2015 Q3
16026.F,RL,2015 Q4
16027.F,RL,2016 Q1
16028.F,RL,2016 Q2
16029.F,RL,2016 Q3
16030.F,RL,2016 Q4
16031.F,RL,2017 Q1
16032.F,RL,2017 Q2
16033.F,RL,2017 Q3
16034.F,RL,2017 Q4
16035.F,RL,2018 Q1
16036.F,RL,2018 Q2
16037.F,RL,2018 Q3
16038.F,RL,2018 Q4
16039.F,RL,2019 Q1
16040.F,RL,2019 Q2
16041.F,RL,2019 Q3
16042.F,RL,2019 Q4
16043.F,RL,2020 Q1
16044.F,RL,2020 Q2
16045.F,RL,2020 Q3
16046.F,RL,2020 Q4
16047.F,RL,2021 Q1
16048.F,RL,2021 Q2
16049.F,RL,2021 Q3
16050.F,RL,2021 Q4
16051.F,RL,2022 Q1
16052.F,RL,2022 Q2
16053.F,RL,2022 Q3
16054.F,RL,2022 Q4
16055.F,RL,2023 Q1
16056.F,RL,2023 Q2
16057.F,RL,2023 Q3
16058.F,RL,2023 Q4
16059.F,RMD,2013 Q1
16060.F,RMD,2013 Q2
16061.F,RMD,2013 Q3
16062.F,RMD,2013 Q4
16063.F,RMD,2014 Q1
16064.F,RMD,2014 Q2
16065.F,RMD,2014 Q3
16066.F,RMD,2014 Q4
16067.F,RMD,2015 Q1
16068.F,RMD,2015 Q2
16069.F,RMD,2015 Q3
16070.F,RMD,2015 Q4
16071.F,RMD,2016 Q1
16072.F,RMD,2016 Q2
16073.F,RMD,2016 Q3
16074.F,RMD,2016 Q4
16075.F,RMD,2017 Q1
16076.F,RMD,2017 Q2
16077.F,RMD,2017 Q3
16078.F,RMD,2017 Q4
16079.F,RMD,2018 Q1
16080.F,RMD,2018 Q2
16081.F,RMD,2018 Q3
16082.F,RMD,2018 Q4
16083.F,RMD,2019 Q1
16084.F,RMD,2019 Q2
16085.F,RMD,2019 Q3
16086.F,RMD,2019 Q4
16087.F,RMD,2020 Q1
16088.F,RMD,2020 Q2
16089.F,RMD,2020 Q3
16090.F,RMD,2020 Q4
16091.F,RMD,2021 Q2
16092.F,RMD,2021 Q3
16093.F,RMD,2021 Q4
16094.F,RMD,2022 Q1
16095.F,RMD,2022 Q2
16096.F,RMD,2022 Q3
16097.F,RMD,2022 Q4
16098.F,RMD,2023 Q1
16099.F,RMD,2023 Q2
16100.F,RMD,2023 Q3
16101.F,RMD,2023 Q4
16102.F,ROK,2013 Q1
16103.F,ROK,2013 Q2
16104.F,ROK,2013 Q3
16105.F,ROK,2013 Q4
16106.F,ROK,2014 Q1
16107.F,ROK,2014 Q2
16108.F,ROK,2014 Q3
16109.F,ROK,2014 Q4
16110.F,ROK,2015 Q1
16111.F,ROK,2015 Q2
16112.F,ROK,2015 Q3
16113.F,ROK,2015 Q4
16114.F,ROK,2016 Q1
16115.F,ROK,2016 Q2
16116.F,ROK,2016 Q3
16117.F,ROK,2016 Q4
16118.F,ROK,2017 Q1
16119.F,ROK,2017 Q2
16120.F,ROK,2017 Q3
16121.F,ROK,2017 Q4
16122.F,ROK,2018 Q1
16123.F,ROK,2018 Q2
16124.F,ROK,2018 Q3
16125.F,ROK,2018 Q4
16126.F,ROK,2019 Q1
16127.F,ROK,2019 Q2
16128.F,ROK,2019 Q3
16129.F,ROK,2019 Q4
16130.F,ROK,2020 Q1
16131.F,ROK,2020 Q2
16132.F,ROK,2020 Q3
16133.F,ROK,2020 Q4
16134.F,ROK,2021 Q1
16135.F,ROK,2021 Q2
16136.F,ROK,2021 Q3
16137.F,ROK,2022 Q1
16138.F,ROK,2022 Q2
16139.F,ROK,2022 Q3
16140.F,ROK,2022 Q4
16141.F,ROK,2023 Q1
16142.F,ROK,2023 Q2
16143.F,ROK,2023 Q3
16144.F,ROK,2023 Q4
16145.F,ROL,2013 Q1
16146.F,ROL,2013 Q2
16147.F,ROL,2013 Q3
16148.F,ROL,2013 Q4
16149.F,ROL,2014 Q1
16150.F,ROL,2014 Q2
16151.F,ROL,2014 Q3
16152.F,ROL,2014 Q4
16153.F,ROL,2015 Q1
16154.F,ROL,2015 Q2
16155.F,ROL,2015 Q3
16156.F,ROL,2015 Q4
16157.F,ROL,2016 Q1
16158.F,ROL,2016 Q2
16159.F,ROL,2016 Q3
16160.F,ROL,2016 Q4
16161.F,ROL,2017 Q1
16162.F,ROL,2017 Q2
16163.F,ROL,2017 Q3
16164.F,ROL,2017 Q4
16165.F,ROL,2018 Q1
16166.F,ROL,2018 Q2
16167.F,ROL,2018 Q3
16168.F,ROL,2018 Q4
16169.F,ROL,2019 Q1
16170.F,ROL,2019 Q2
16171.F,ROL,2019 Q3
16172.F,ROL,2019 Q4
16173.F,ROL,2020 Q1
16174.F,ROL,2020 Q2
16175.F,ROL,2020 Q3
16176.F,ROL,2020 Q4
16177.F,ROL,2021 Q1
16178.F,ROL,2021 Q2
16179.F,ROL,2021 Q3
16180.F,ROL,2021 Q4
16181.F,ROL,2022 Q1
16182.F,ROL,2022 Q2
